Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102
,,sp008,48.95951021,19.19856671,37.43856156,28.80237164,49.91808208,18.23999485,67.19950506,45.11617962,32.6366591,13.43809239,86.39807178,24.00046917,10.56237679,57.59570014,43.19903589,17.28142298,13.43809239,9.603804922,6.719046193,59.521887,16.32285112,23.04189731,41.28189216,56.63712827,22.08332544,56.63712827,31.67808723,29.7609435,24.41645319,18.08626162,33.459584,33.459584,16.27763546,14.4690093,47.9285933,25.32076627,30.74664476,18.08626162,78.67523806,15.37332238,15.37332238,16.27763546,20.79920087,102.1873782,56.97172411,75.96229882,10.85175697,10.85175697,250.4947235,70.53642033,69.63210725,35.26821017,25.32076627,59.68466336,61.49328952,42.50271482,61.49328952,55.16309795,64.20622876,35.26821017,117.5607006,48.83290638,18.08626162,9.947443893,21.70351395,18.9905747,43.4070279,70.53642033,58.78035028,10.85175697,27.12939244,37.98114941,34.36389708,13.56469622,30.74664476,33.459584,19.89488779,4.521565406,20.79920087,34.36389708,28.03370552,38.88546249,25.32076627,1.808626162,7.234504649,35.26821017,22.60782703,7.677618059,21.11571045,19.19856671,29.84233168,,,,sp008,292.1691046,,498.3072764,,481.2568252
,,sp009,48.74614225,19.11489841,37.27540246,28.67684947,49.70053661,18.16050405,66.90664629,44.91956108,32.49442692,13.37952851,86.0215447,23.89587394,10.51634543,57.34469523,43.01077235,17.20610968,13.37952851,9.561951065,6.689764257,59.26248767,16.25171532,22.94147958,41.10198363,56.39030087,21.98708522,56.39030087,31.54003256,29.63124384,24.31004508,18.0074408,33.31376548,33.31376548,16.20669672,14.40595264,47.71971812,25.21041712,30.61264936,18.0074408,78.33236748,15.30632468,15.30632468,16.20669672,20.70855692,101.7420405,56.72343852,75.63125136,10.80446448,10.80446448,249.4030551,70.22901912,69.32864708,35.11450956,25.21041712,59.42455464,61.22529872,42.31748588,61.22529872,54.92269444,63.92641484,35.11450956,117.0483652,48.62009016,18.0074408,9.90409244,21.60892896,18.90781284,43.21785792,70.22901912,58.5241826,10.80446448,27.0111612,37.81562568,34.21413752,13.5055806,30.61264936,33.31376548,19.80818488,4.5018602,20.70855692,34.21413752,27.91153324,38.71599772,25.21041712,1.80074408,7.20297632,35.11450956,22.509301,7.64415862,21.02368713,19.11489841,29.71227732,,,,sp009,292.1691046,,498.3072764,,481.2568252
,,sp010,48.52610313,19.02861414,37.10714203,28.54740275,49.47618937,18.07852789,66.60463102,44.71679507,32.34774773,13.31913359,85.63324516,23.78800844,10.46887485,57.08584241,42.81662258,17.12844165,13.31913359,9.518788608,6.659566794,58.99497798,16.1783554,22.8379222,40.91645009,56.13575617,21.88783595,56.13575617,31.39766148,29.49748899,24.20031002,17.92615557,33.16338781,33.16338781,16.13354001,14.34092446,47.50431226,25.0966178,30.47446447,17.92615557,77.97877673,15.23723223,15.23723223,16.13354001,20.61507891,101.282779,56.46739005,75.2898534,10.75569334,10.75569334,248.2772547,69.91200672,69.01569895,34.95600336,25.0966178,59.15631338,60.94892894,42.12646559,60.94892894,54.67477449,63.63785228,34.95600336,116.5200112,48.40062004,17.92615557,9.859385564,21.51138668,18.82246335,43.02277337,69.91200672,58.2600056,10.75569334,26.88923336,37.6449267,34.05969558,13.44461668,30.47446447,33.16338781,19.71877113,4.481538893,20.61507891,34.05969558,27.78554113,38.54123448,25.0966178,1.792615557,7.170462228,34.95600336,22.40769446,7.60965304,20.92878663,19.02861414,29.57815669,,,,sp010,292.1691046,,498.3072764,,481.2568252
,,sp011,48.29991727,18.93991954,36.93418129,28.41433995,49.24557506,17.99426175,66.29417903,44.50836485,32.19697108,13.25705155,85.23409856,23.67712975,10.4200782,56.81975861,42.61704928,17.04860397,13.25705155,9.474420418,6.628525773,58.71999547,16.10294619,22.73147196,40.72573372,55.87410083,21.78581418,55.87410083,31.2513133,29.35999774,24.08750954,17.84259966,33.00880937,33.00880937,16.05833969,14.27407973,47.28288909,24.97963952,30.33241942,17.84259966,77.61530851,15.16620971,15.16620971,16.05833969,20.51898961,100.8106881,56.20418892,74.93891856,10.70555979,10.70555979,247.1200053,69.58613866,68.69400868,34.79306933,24.97963952,58.88057887,60.66483884,41.9301092,60.66483884,54.41992896,63.34122878,34.79306933,115.9768978,48.17501908,17.84259966,9.813429812,21.41111959,18.73472964,42.82223918,69.58613866,57.98844889,10.70555979,26.76389949,37.46945928,33.90093935,13.38194974,30.33241942,33.00880937,19.62685962,4.460649914,20.51898961,33.90093935,27.65602947,38.36158926,24.97963952,1.784259966,7.137039863,34.79306933,22.30324957,7.574183555,20.8312351,18.93991954,29.44028944,,,,sp011,292.1691046,,498.3072764,,481.2568252
,,sp012,48.06810909,18.84902024,36.75692125,28.27796961,49.00922833,17.907901,65.97601009,44.29475365,32.04244657,13.19342632,84.82503034,23.56349493,10.3700686,56.54706073,42.41251517,16.96678176,13.19342632,9.428949363,6.596713161,58.43817769,16.02566252,22.62237569,40.53027669,55.60594149,21.68125645,55.60594149,31.10132733,29.21908885,23.97190516,17.75696679,32.85038855,32.85038855,15.98127011,14.20557343,47.05596198,24.8597535,30.18684354,17.75696679,77.24280552,15.09342177,15.09342177,15.98127011,20.4205118,100.3268623,55.93444538,74.5792605,10.65418007,10.65418007,245.93399,69.25217047,68.36432213,34.62608523,24.8597535,58.59799039,60.37368707,41.72887195,60.37368707,54.1587487,63.03723209,34.62608523,115.4202841,47.94381032,17.75696679,9.766331732,21.30836014,18.64481513,42.61672029,69.25217047,57.71014205,10.65418007,26.63545018,37.28963025,33.73823689,13.31772509,30.18684354,32.85038855,19.53266346,4.439241697,20.4205118,33.73823689,27.52329852,38.17747859,24.8597535,1.775696679,7.102786714,34.62608523,22.19620848,7.537832401,20.73125872,18.84902024,29.2989952,,,,sp012,292.1691046,,498.3072764,,481.2568252
,,sp013,47.83045824,18.75582986,36.57519341,28.13816208,48.76692454,17.81936355,65.64982179,44.07575843,31.8840273,13.12819744,84.40565164,23.44699597,10.31879853,56.26748957,42.20282582,16.88289725,13.12819744,9.382332222,6.56409872,58.14925676,15.94643094,22.51052966,40.32989321,55.33102326,21.57406336,55.33102326,30.94756099,29.07462838,23.853387,17.66917556,32.68797478,32.68797478,15.902258,14.13534045,46.82331523,24.73684578,30.03759845,17.66917556,76.86091368,15.01879922,15.01879922,15.902258,20.31955189,99.83084191,55.65790301,74.21053735,10.60150534,10.60150534,244.7180815,68.90978468,68.0263259,34.45489234,24.73684578,58.30827934,60.0751969,41.52256256,60.0751969,53.89098545,62.72557323,34.45489234,114.8496411,47.70677401,17.66917556,9.718046557,21.20301067,18.55263434,42.40602134,68.90978468,57.42482057,10.60150534,26.50376334,37.10526867,33.57143356,13.25188167,30.03759845,32.68797478,19.43609311,4.41729389,20.31955189,33.57143356,27.38722212,37.98872745,24.73684578,1.766917556,7.067670223,34.45489234,22.08646945,7.500565025,20.62876246,18.75582986,29.15413967,,,,sp013,292.0570019,,498.2522417,,481.4968719
,,sp014,47.58548963,18.65976995,36.3878698,27.99404959,48.51715973,17.72809985,65.31358948,43.85001991,31.72072998,13.06096003,83.97335943,23.32690977,10.26594974,55.97930984,41.98667972,16.79642975,13.06096003,9.334279644,6.530480014,57.85143937,15.86475966,22.39523967,40.12333952,55.04763974,21.46356958,55.04763974,30.78905988,28.92571969,23.73121943,17.57868106,32.52055996,32.52055996,15.82081296,14.06294485,46.58350481,24.61015349,29.8837578,17.57868106,76.46726262,14.9418789,14.9418789,15.82081296,20.21548322,99.319548,55.37284534,73.83046046,10.54720864,10.54720864,243.4647327,68.55685614,67.67792209,34.27842807,24.61015349,58.0096475,59.76751561,41.30990049,59.76751561,53.61497724,62.40431777,34.27842807,114.2614269,47.46243887,17.57868106,9.668274584,21.09441727,18.45761511,42.18883455,68.55685614,57.13071345,10.54720864,26.36802159,36.91523023,33.39949402,13.1840108,29.8837578,32.52055996,19.33654917,4.394670265,20.21548322,33.39949402,27.24695565,37.79416428,24.61015349,1.757868106,7.031472425,34.27842807,21.97335133,7.462150111,20.52311014,18.65976995,29.00482375,,,,sp014,291.735768,,498.0929333,,482.161504
,,sp015,47.33184558,18.56030812,36.19391221,27.84483343,48.25854961,17.63360409,64.96544967,43.61628696,31.55164956,12.99134144,83.52575779,23.20257077,10.21122934,55.68092436,41.76287889,16.70690006,12.99134144,9.284525306,6.495670718,57.54307492,15.78019602,22.27586674,39.90947083,54.75422033,21.34916271,54.75422033,30.62494552,28.77153746,23.60472535,17.48498174,32.34721622,32.34721622,15.73648357,13.98798539,46.33520162,24.47897444,29.72446896,17.48498174,76.05967058,14.86223448,14.86223448,15.73648357,20.107729,98.79014685,55.07769249,73.43692332,10.49098905,10.49098905,242.1669971,68.1914288,67.31717971,34.0957144,24.47897444,57.70043975,59.44893793,41.0897071,59.44893793,53.32919432,62.07168519,34.0957144,113.6523813,47.20945071,17.48498174,9.616739959,20.98197809,18.35923083,41.96395618,68.1914288,56.82619066,10.49098905,26.22747261,36.71846166,33.22146531,13.11373631,29.72446896,32.34721622,19.23347992,4.371245436,20.107729,33.22146531,27.1017217,37.59271075,24.47897444,1.748498174,6.993992697,34.0957144,21.85622718,7.42237475,20.41371619,18.56030812,28.85021988,,,,sp015,291.228014,,497.8380447,,483.1674595
,,sp016,47.06816837,18.45691198,35.99228243,27.68971486,47.9897099,17.53537045,64.60353882,43.37330846,31.37588099,12.91896901,83.0604508,23.07331342,10.15434441,55.37073594,41.5302254,16.61382892,12.91896901,9.232802884,6.459484503,57.22251279,15.69228739,22.15177189,39.68714234,54.44919441,21.23023036,54.44919441,30.45433946,28.61125639,23.47322767,17.38757605,32.1670157,32.1670157,15.64881845,13.91006084,46.07707654,24.34260647,29.55887929,17.38757605,75.63595583,14.77943964,14.77943964,15.64881845,19.99571246,98.2398047,54.77086456,73.02781942,10.43254563,10.43254563,240.8179283,67.8115466,66.9421678,33.9057733,24.34260647,57.37900097,59.11775858,40.86080372,59.11775858,53.03210696,61.72589499,33.9057733,113.0192443,46.94645534,17.38757605,9.563166829,20.86509126,18.25695485,41.73018253,67.8115466,56.50962217,10.43254563,26.08136408,36.51390971,33.0363945,13.04068204,29.55887929,32.1670157,19.12633366,4.346894013,19.99571246,33.0363945,26.95074288,37.38328851,24.34260647,1.738757605,6.955030421,33.9057733,21.73447007,7.381026034,20.29999504,18.45691198,28.68950049,,,,sp016,290.5563512,,497.4962695,,484.4314765
,,sp017,46.79310032,18.34904913,35.78194225,27.52789518,47.70925633,17.43289312,64.22599344,43.1198333,31.19251922,12.84347009,82.57504257,22.93847216,10.09500206,55.04714738,41.28752128,16.51673711,12.84347009,9.178846055,6.421735046,56.88810238,15.6005811,22.02231615,39.45520926,54.13099137,21.10616014,54.13099137,30.27636321,28.44405119,23.33604929,17.28596244,31.97903051,31.97903051,15.55736619,13.82876995,45.80780046,24.20034741,29.38613614,17.28596244,75.1939366,14.69306807,14.69306807,15.55736619,19.8788568,97.66568777,54.45078168,72.60104224,10.37157746,10.37157746,239.4105798,67.41525351,66.55095539,33.70762675,24.20034741,57.04367605,58.77227229,40.62201173,58.77227229,52.72218544,61.36516665,33.70762675,112.3587558,46.67209858,17.28596244,9.507279341,20.74315493,18.15026056,41.48630985,67.41525351,56.17937792,10.37157746,25.92894366,36.30052112,32.84332863,12.96447183,29.38613614,31.97903051,19.01455868,4.321490609,19.8788568,32.84332863,26.79324178,37.16481924,24.20034741,1.728596244,6.914384975,33.70762675,21.60745305,7.337891055,20.18136115,18.34904913,28.52183802,,,,sp017,289.7433906,,497.0763013,,485.8702928
,,sp018,46.50528372,18.23618717,35.56185345,27.35857566,47.4158046,17.32566628,63.83095,42.85461035,31.0006592,12.76447204,82.06713717,22.79738142,10.03290938,54.70856151,41.03356858,16.4151454,12.76447204,9.122388494,6.382236018,56.5381931,15.50462451,21.88686053,39.21252681,53.79804062,20.97633964,53.79804062,30.09013832,28.26909655,23.19251312,17.17963935,31.78233279,31.78233279,15.46167541,13.74371148,45.52604427,24.05149509,29.20538689,17.17963935,74.73143117,14.60269345,14.60269345,15.46167541,19.75658525,97.06496232,54.11586395,72.15448526,10.30778361,10.30778361,237.938005,67.00059346,66.14161149,33.50029673,24.05149509,56.69280985,58.41077378,40.37215247,58.41077378,52.39790001,60.98771969,33.50029673,111.6676558,46.38502624,17.17963935,9.448801642,20.61556722,18.03862132,41.23113444,67.00059346,55.83382788,10.30778361,25.76945902,36.07724263,32.64131476,12.88472951,29.20538689,31.78233279,18.89760328,4.294909837,19.75658525,32.64131476,26.62844099,36.9362246,24.05149509,1.717963935,6.871855739,33.50029673,21.47454919,7.292756903,20.05722894,18.23618717,28.34640493,,,,sp018,288.8117435,,496.5868335,,487.4006464
,,sp019,46.20336087,18.1177937,35.33097783,27.18095758,47.10797044,17.21318413,63.41654499,42.5763885,30.79939589,12.68160219,81.5343387,22.64937564,9.967773456,54.35338111,40.76716935,16.30857455,12.68160219,9.063163879,6.340801094,56.17113432,15.40396497,21.74476607,38.95795019,53.44877154,20.84015649,53.44877154,29.89478632,28.08556716,23.04194206,17.06810523,31.57599468,31.57599468,15.36129471,13.65448419,45.23047887,23.89534733,29.0157789,17.06810523,74.24625776,14.50788945,14.50788945,15.36129471,19.62832102,96.43479457,53.76453148,71.68604198,10.24086314,10.24086314,236.3932575,66.56561041,65.71220515,33.2828052,23.89534733,56.32474727,58.03155779,40.1100473,58.03155779,52.05772096,60.59177358,33.2828052,110.942684,46.08388413,17.06810523,9.387457878,20.48172628,17.92151049,40.96345256,66.56561041,55.47134201,10.24086314,25.60215785,35.84302099,32.42939994,12.80107892,29.0157789,31.57599468,18.77491576,4.267026308,19.62832102,32.42939994,26.45556311,36.69642625,23.89534733,1.706810523,6.827242093,33.2828052,21.33513154,7.245410671,19.92701286,18.1177937,28.16237363,,,,sp019,287.784021,,496.0365598,,488.9392754
